COMMAND

    echo 'The Belobog Academy has discovered a new, invasive species of algae that can double itself in one day, and in 30 days fills a whole reservoir - contaminating the water supply. How many days would it take for the algae to fill half of the reservoir?' | ./gemma --model 7b-it --compressed_weights ~/weights/gemma-7b-it-sfp/7b-it-sfp.sbs --tokenizer ~/weights/gemma-7b-it-sfp/tokenizer.spm --num_threads 1 --verbosity 0 --temperature 0

MATVEC OUTPUT TRACE

    The `gold` output matrix was produced on an avx512 machine. The
    `out` output matrix was produced on an AVX2 machine. These logs
    display the sum of absolute differences (sad) between the two output
    vectors, divided by the number of elements. Each line also displays
    the min/max value of each vector, to show the range.

[ Reading prompt ]
trace/000_000_01912.dat: sad 0.0204419 [gold -3.48373 .. 3.44694] [out -3.50468 .. 3.52225]
trace/000_000_01913.dat: sad 0.00353161 [gold -0.226461 .. 0.200742] [out -0.229748 .. 0.207018]
trace/000_000_01914.dat: sad 0.0153583 [gold -3.12089 .. 3.61129] [out -3.15672 .. 3.62931]
trace/000_000_01915.dat: sad 0.0157655 [gold -3.62515 .. 3.43189] [out -3.63784 .. 3.40058]
trace/000_000_01916.dat: sad 0.00276999 [gold -0.287974 .. 0.210999] [out -0.290499 .. 0.215078]
trace/000_000_01917.dat: sad 0.016359 [gold -2.56525 .. 3.0883] [out -2.583 .. 3.10586]
trace/000_000_01918.dat: sad 0.0167689 [gold -3.69206 .. 2.68546] [out -3.709 .. 2.69038]
trace/000_000_01919.dat: sad 0.00280104 [gold -0.696429 .. 0.248412] [out -0.689695 .. 0.24318]
trace/000_000_01920.dat: sad 0.0346764 [gold -7.49275 .. 7.25283] [out -7.57463 .. 7.30167]
trace/000_000_01921.dat: sad 0.0378921 [gold -3.97915 .. 3.65607] [out -3.93225 .. 3.63393]
trace/000_000_01922.dat: sad 0.00633142 [gold -0.169184 .. 0.228291] [out -0.175597 .. 0.236654]
trace/000_000_01923.dat: sad 0.034428 [gold -6.36204 .. 6.32503] [out -6.44002 .. 6.36339]
trace/000_000_01924.dat: sad 0.0383937 [gold -3.88499 .. 3.11491] [out -3.88212 .. 3.25874]
trace/000_000_01925.dat: sad 0.00588082 [gold -0.180203 .. 0.186366] [out -0.184916 .. 0.175556]
trace/000_000_01926.dat: sad 0.0381498 [gold -7.04466 .. 6.53407] [out -7.17939 .. 6.63904]
trace/000_000_01927.dat: sad 0.0417002 [gold -3.95429 .. 2.76081] [out -3.96697 .. 2.87772]
trace/000_000_01928.dat: sad 0.00665429 [gold -0.263569 .. 0.240364] [out -0.337726 .. 0.244269]
trace/000_000_01929.dat: sad 0.0375408 [gold -7.4888 .. 7.27776] [out -7.58085 .. 7.34781]
trace/000_000_01930.dat: sad 0.0410095 [gold -3.98383 .. 4.48285] [out -4.01742 .. 4.49191]
trace/000_000_01931.dat: sad 0.00719709 [gold -0.193158 .. 0.200175] [out -0.259519 .. 0.208995]
trace/000_000_01932.dat: sad 0.0414088 [gold -7.65436 .. 7.25232] [out -7.57628 .. 7.1296]
trace/000_000_01933.dat: sad 0.0468207 [gold -3.86601 .. 3.12883] [out -3.9083 .. 3.21429]
trace/000_000_01934.dat: sad 0.00742153 [gold -0.243006 .. 0.183187] [out -0.301221 .. 0.172267]
trace/000_000_01935.dat: sad 0.0421262 [gold -7.41133 .. 6.91468] [out -7.26947 .. 6.75869]
trace/000_000_01936.dat: sad 0.0463432 [gold -4.23992 .. 3.73703] [out -4.20621 .. 3.95787]
trace/000_000_01937.dat: sad 0.0076895 [gold -0.38366 .. 0.246562] [out -0.448108 .. 0.257663]
trace/000_000_01938.dat: sad 0.0505626 [gold -7.98283 .. 7.39666] [out -7.75414 .. 7.18834]
trace/000_000_01939.dat: sad 0.0563419 [gold -4.82454 .. 3.29568] [out -4.82535 .. 3.50437]
trace/000_000_01940.dat: sad 0.00924596 [gold -0.277853 .. 0.263979] [out -0.346297 .. 0.265267]
trace/000_000_01941.dat: sad 0.0544629 [gold -7.54731 .. 6.85977] [out -7.32535 .. 6.55315]
trace/000_000_01942.dat: sad 0.0626318 [gold -4.59597 .. 4.47189] [out -4.66134 .. 4.35025]
trace/000_000_01943.dat: sad 0.00915796 [gold -0.215512 .. 0.210678] [out -0.206411 .. 0.205907]
trace/000_000_01944.dat: sad 0.0251695 [gold -6.9354 .. 6.30452] [out -6.89903 .. 6.29212]
trace/000_000_01945.dat: sad 0.0294561 [gold -3.85866 .. 4.9217] [out -3.96974 .. 4.91306]
trace/000_000_01946.dat: sad 0.00422043 [gold -0.229784 .. 0.186193] [out -0.232749 .. 0.191645]
trace/000_000_01947.dat: sad 0.0304867 [gold -7.33692 .. 6.5485] [out -7.35387 .. 6.54903]
trace/000_000_01948.dat: sad 0.0337404 [gold -4.47372 .. 2.76061] [out -4.46791 .. 2.72075]
trace/000_000_01949.dat: sad 0.00506891 [gold -0.242229 .. 0.188576] [out -0.205279 .. 0.185177]
trace/000_000_01950.dat: sad 0.0222151 [gold -7.10624 .. 6.64209] [out -7.16874 .. 6.68532]
trace/000_000_01951.dat: sad 0.0251999 [gold -3.77357 .. 2.45552] [out -3.78289 .. 2.4672]
trace/000_000_01952.dat: sad 0.00385291 [gold -0.284315 .. 0.20989] [out -0.222981 .. 0.207125]
trace/000_000_01953.dat: sad 0.0239288 [gold -6.7472 .. 6.997] [out -6.80501 .. 7.05154]
trace/000_000_01954.dat: sad 0.0286904 [gold -3.87669 .. 3.07819] [out -3.93643 .. 3.10315]
trace/000_000_01955.dat: sad 0.00420394 [gold -0.175641 .. 0.171161] [out -0.184093 .. 0.173809]
trace/000_000_01956.dat: sad 0.0447357 [gold -7.24139 .. 6.89501] [out -7.41081 .. 7.00211]
trace/000_000_01957.dat: sad 0.054011 [gold -4.11159 .. 2.91211] [out -4.12098 .. 2.92699]
trace/000_000_01958.dat: sad 0.00814833 [gold -0.253691 .. 0.19316] [out -0.224794 .. 0.210431]
trace/000_000_01959.dat: sad 0.0200763 [gold -6.63111 .. 6.58049] [out -6.65055 .. 6.58793]
trace/000_000_01960.dat: sad 0.0230713 [gold -4.00016 .. 3.23862] [out -4.01879 .. 3.30503]
trace/000_000_01961.dat: sad 0.00339141 [gold -0.226547 .. 0.198877] [out -0.219516 .. 0.195854]
trace/000_000_01962.dat: sad 0.0161059 [gold -7.31941 .. 7.3104] [out -7.33976 .. 7.30435]
trace/000_000_01963.dat: sad 0.018882 [gold -3.8943 .. 3.43659] [out -3.92579 .. 3.47154]
trace/000_000_01964.dat: sad 0.0024385 [gold -0.189208 .. 0.184651] [out -0.185911 .. 0.179633]
trace/000_000_01965.dat: sad 0.0172275 [gold -7.00968 .. 7.14728] [out -7.03735 .. 7.15269]
trace/000_000_01966.dat: sad 0.0200971 [gold -4.12653 .. 4.27617] [out -4.13956 .. 4.25178]
trace/000_000_01967.dat: sad 0.00296927 [gold -0.219815 .. 0.20306] [out -0.214715 .. 0.201988]
trace/000_000_01968.dat: sad 0.0313891 [gold -2.63307 .. 2.83464] [out -2.62906 .. 2.83383]
trace/000_000_01969.dat: sad 0.0325777 [gold -3.4927 .. 5.108] [out -3.55629 .. 5.36341]
trace/000_000_01970.dat: sad 0.00583261 [gold -0.281257 .. 0.176017] [out -0.295152 .. 0.168365]
trace/000_000_01971.dat: sad 0.0306166 [gold -2.34399 .. 2.4824] [out -2.37419 .. 2.63018]
trace/000_000_01972.dat: sad 0.0316747 [gold -3.35959 .. 3.99579] [out -3.33733 .. 4.29826]
trace/000_000_01973.dat: sad 0.00525133 [gold -0.578297 .. 0.186908] [out -0.681523 .. 0.208631]
trace/000_000_01974.dat: sad 0.035651 [gold -2.45146 .. 2.76362] [out -2.45915 .. 2.82221]
trace/000_000_01975.dat: sad 0.0364581 [gold -3.93327 .. 5.7106] [out -3.9494 .. 5.82853]
trace/000_000_01976.dat: sad 0.00586023 [gold -0.485288 .. 0.187209] [out -0.561811 .. 0.190474]
trace/000_000_01977.dat: sad 0.0332722 [gold -3.20614 .. 2.72114] [out -3.29743 .. 2.7727]
trace/000_000_01978.dat: sad 0.0346365 [gold -3.84425 .. 4.79779] [out -3.8843 .. 5.1673]
trace/000_000_01979.dat: sad 0.00572104 [gold -0.424797 .. 0.191833] [out -0.399978 .. 0.191709]
trace/000_000_01980.dat: sad 0.0370042 [gold -2.48189 .. 2.31707] [out -2.46794 .. 2.49765]
trace/000_000_01981.dat: sad 0.0385755 [gold -3.75722 .. 4.79206] [out -3.7475 .. 4.81839]
trace/000_000_01982.dat: sad 0.00643203 [gold -0.394188 .. 0.197234] [out -0.430998 .. 0.207547]
trace/000_000_01983.dat: sad 0.035776 [gold -2.69436 .. 3.10106] [out -2.69106 .. 3.09848]
trace/000_000_01984.dat: sad 0.03717 [gold -3.57042 .. 3.1689] [out -3.53584 .. 3.29646]
trace/000_000_01985.dat: sad 0.00713642 [gold -1.04068 .. 0.248679] [out -1.15509 .. 0.280807]
trace/000_000_01986.dat: sad 0.0428617 [gold -2.67098 .. 2.96386] [out -2.62939 .. 2.92842]
trace/000_000_01987.dat: sad 0.0443342 [gold -3.32639 .. 4.53743] [out -3.30803 .. 4.62687]
trace/000_000_01988.dat: sad 0.00778208 [gold -0.482203 .. 0.210173] [out -0.616087 .. 0.228425]
trace/000_000_01989.dat: sad 0.0472006 [gold -2.81815 .. 2.64547] [out -2.65287 .. 2.77742]
trace/000_000_01990.dat: sad 0.0492697 [gold -3.2163 .. 3.71384] [out -3.2748 .. 3.9126]
trace/000_000_01991.dat: sad 0.00816573 [gold -0.533416 .. 0.218207] [out -0.548944 .. 0.207404]
trace/000_000_01992.dat: sad 0.023123 [gold -2.85541 .. 2.78687] [out -2.71652 .. 2.80898]
trace/000_000_01993.dat: sad 0.0249352 [gold -3.23092 .. 3.43308] [out -3.23579 .. 3.40935]
trace/000_000_01994.dat: sad 0.00422921 [gold -1.21845 .. 0.253619] [out -1.14037 .. 0.238643]
trace/000_000_01995.dat: sad 0.0267517 [gold -2.3116 .. 2.84966] [out -2.32395 .. 2.86672]
trace/000_000_01996.dat: sad 0.028974 [gold -3.44488 .. 5.53314] [out -3.43753 .. 5.66309]
trace/000_000_01997.dat: sad 0.00514488 [gold -0.779621 .. 0.258081] [out -0.688747 .. 0.257992]
trace/000_000_01998.dat: sad 0.0215635 [gold -2.27402 .. 2.52331] [out -2.30022 .. 2.51277]
trace/000_000_01999.dat: sad 0.0231418 [gold -3.26081 .. 4.80873] [out -3.24101 .. 5.03887]
trace/000_000_02000.dat: sad 0.00380565 [gold -0.309104 .. 0.179388] [out -0.339103 .. 0.173243]
trace/000_000_02001.dat: sad 0.0223381 [gold -4.09813 .. 3.43027] [out -4.12452 .. 3.47432]
trace/000_000_02002.dat: sad 0.0245877 [gold -4.21235 .. 4.11383] [out -4.33522 .. 4.22262]
trace/000_000_02003.dat: sad 0.00381313 [gold -0.279944 .. 0.150685] [out -0.256045 .. 0.159845]
trace/000_000_02004.dat: sad 0.0432922 [gold -3.60158 .. 2.64307] [out -3.65121 .. 2.69041]
trace/000_000_02005.dat: sad 0.0478423 [gold -3.63377 .. 4.38634] [out -3.58491 .. 4.34946]
trace/000_000_02006.dat: sad 0.00822247 [gold -0.465566 .. 0.227184] [out -0.452623 .. 0.257464]
trace/000_000_02007.dat: sad 0.0184483 [gold -3.10235 .. 3.16301] [out -3.12213 .. 3.1731]
trace/000_000_02008.dat: sad 0.0200598 [gold -3.74807 .. 3.06053] [out -3.75372 .. 2.9161]
trace/000_000_02009.dat: sad 0.00310044 [gold -0.388386 .. 0.230875] [out -0.376907 .. 0.23351]
trace/000_000_02010.dat: sad 0.0153339 [gold -3.42192 .. 2.94208] [out -3.47174 .. 2.98027]
trace/000_000_02011.dat: sad 0.0169171 [gold -3.39734 .. 2.56537] [out -3.36231 .. 2.54695]
trace/000_000_02012.dat: sad 0.00251008 [gold -0.348662 .. 0.169913] [out -0.332936 .. 0.169369]
trace/000_000_02013.dat: sad 0.0151009 [gold -3.14577 .. 2.63547] [out -3.12065 .. 2.58128]
trace/000_000_02014.dat: sad 0.0164848 [gold -3.28314 .. 2.95861] [out -3.27853 .. 2.88142]
trace/000_000_02015.dat: sad 0.00257987 [gold -0.915218 .. 0.180126] [out -0.905147 .. 0.185768]
trace/000_000_02016.dat: sad 0.0319247 [gold -2.68999 .. 2.11997] [out -2.72775 .. 2.12457]
trace/000_000_02017.dat: sad 0.031395 [gold -3.11028 .. 2.93012] [out -3.21666 .. 3.00505]
trace/000_000_02018.dat: sad 0.00527292 [gold -0.165068 .. 0.170881] [out -0.172537 .. 0.152799]
trace/000_000_02019.dat: sad 0.0298805 [gold -2.06918 .. 2.41441] [out -2.11243 .. 2.5542]
trace/000_000_02020.dat: sad 0.0295734 [gold -2.89665 .. 3.0095] [out -2.97882 .. 3.06461]
trace/000_000_02021.dat: sad 0.00513947 [gold -0.184348 .. 0.200727] [out -0.188569 .. 0.164065]
trace/000_000_02022.dat: sad 0.0362631 [gold -2.48897 .. 2.93757] [out -2.50954 .. 2.96839]
trace/000_000_02023.dat: sad 0.0363354 [gold -3.50475 .. 2.2775] [out -3.60295 .. 2.40352]
trace/000_000_02024.dat: sad 0.00603348 [gold -0.191097 .. 0.183727] [out -0.187586 .. 0.188549]
trace/000_000_02025.dat: sad 0.0345026 [gold -2.59922 .. 3.21203] [out -2.52751 .. 3.26647]
trace/000_000_02026.dat: sad 0.0347922 [gold -3.48725 .. 1.84936] [out -3.48931 .. 1.82464]
trace/000_000_02027.dat: sad 0.0052058 [gold -0.17323 .. 0.513787] [out -0.173021 .. 0.517794]
trace/000_000_02028.dat: sad 0.0357332 [gold -2.13935 .. 2.33197] [out -2.21857 .. 2.28259]
trace/000_000_02029.dat: sad 0.0358276 [gold -3.41091 .. 3.10826] [out -3.46034 .. 3.24506]
trace/000_000_02030.dat: sad 0.00582554 [gold -0.184413 .. 0.200423] [out -0.182707 .. 0.208312]
trace/000_000_02031.dat: sad 0.035718 [gold -2.34897 .. 2.47966] [out -2.37315 .. 2.56561]
trace/000_000_02032.dat: sad 0.0352158 [gold -3.17516 .. 3.54538] [out -3.26402 .. 3.629]
trace/000_000_02033.dat: sad 0.00677778 [gold -0.249413 .. 0.241344] [out -0.249549 .. 0.235217]
trace/000_000_02034.dat: sad 0.0406792 [gold -2.84651 .. 2.44767] [out -2.75381 .. 2.48362]
trace/000_000_02035.dat: sad 0.0406902 [gold -3.20532 .. 2.93533] [out -3.1568 .. 2.98717]
trace/000_000_02036.dat: sad 0.00714068 [gold -0.268654 .. 0.242119] [out -0.261281 .. 0.209857]
trace/000_000_02037.dat: sad 0.0467533 [gold -2.49469 .. 2.73421] [out -2.52278 .. 2.71383]
trace/000_000_02038.dat: sad 0.0470835 [gold -3.30761 .. 3.75548] [out -3.26482 .. 3.76168]
trace/000_000_02039.dat: sad 0.00792722 [gold -0.199955 .. 0.172053] [out -0.208496 .. 0.163639]
trace/000_000_02040.dat: sad 0.0229404 [gold -2.35301 .. 2.91165] [out -2.20013 .. 2.94514]
trace/000_000_02041.dat: sad 0.0234045 [gold -3.57754 .. 3.87312] [out -3.57549 .. 3.87111]
trace/000_000_02042.dat: sad 0.00404834 [gold -0.212302 .. 0.193792] [out -0.201746 .. 0.186343]
trace/000_000_02043.dat: sad 0.0265797 [gold -3.05624 .. 2.69385] [out -3.07777 .. 2.61726]
trace/000_000_02044.dat: sad 0.0267061 [gold -3.57895 .. 2.78314] [out -3.46359 .. 2.69833]
trace/000_000_02045.dat: sad 0.00476609 [gold -0.264332 .. 0.236952] [out -0.26442 .. 0.233376]
trace/000_000_02046.dat: sad 0.0201265 [gold -2.20239 .. 2.49988] [out -2.23031 .. 2.44427]
trace/000_000_02047.dat: sad 0.0200397 [gold -3.79206 .. 2.23373] [out -3.74271 .. 2.21886]
trace/000_000_02048.dat: sad 0.00315097 [gold -0.17826 .. 0.20432] [out -0.178068 .. 0.204267]
trace/000_000_02049.dat: sad 0.0233562 [gold -2.57603 .. 3.23616] [out -2.59074 .. 3.26201]
trace/000_000_02050.dat: sad 0.0239046 [gold -5.08027 .. 4.62474] [out -5.25329 .. 4.64214]
trace/000_000_02051.dat: sad 0.00411556 [gold -0.207395 .. 0.195012] [out -0.205244 .. 0.197576]
trace/000_000_02052.dat: sad 0.0455917 [gold -2.96339 .. 3.00021] [out -3.03034 .. 2.90927]
trace/000_000_02053.dat: sad 0.0479121 [gold -3.91195 .. 3.05236] [out -3.96569 .. 3.06339]
trace/000_000_02054.dat: sad 0.00827741 [gold -0.287956 .. 0.249981] [out -0.292871 .. 0.288151]
trace/000_000_02055.dat: sad 0.0196586 [gold -4.04174 .. 2.87508] [out -4.02307 .. 2.83836]
trace/000_000_02056.dat: sad 0.0196499 [gold -3.64592 .. 2.52285] [out -3.73294 .. 2.48988]
trace/000_000_02057.dat: sad 0.00339934 [gold -0.234412 .. 0.230841] [out -0.237628 .. 0.230887]
trace/000_000_02058.dat: sad 0.0159996 [gold -3.24846 .. 2.5348] [out -3.28579 .. 2.49756]
trace/000_000_02059.dat: sad 0.0163812 [gold -3.52464 .. 2.84887] [out -3.53912 .. 2.87032]
trace/000_000_02060.dat: sad 0.00256922 [gold -0.260121 .. 0.184079] [out -0.260746 .. 0.182112]
trace/000_000_02061.dat: sad 0.0158234 [gold -4.37484 .. 2.55727] [out -4.39216 .. 2.5332]
trace/000_000_02062.dat: sad 0.01612 [gold -3.37372 .. 3.44731] [out -3.39381 .. 3.3152]
trace/000_000_02063.dat: sad 0.00280718 [gold -0.303632 .. 0.184778] [out -0.288971 .. 0.182929]
trace/000_000_02064.dat: sad 0.0352037 [gold -2.70017 .. 2.04074] [out -2.71009 .. 1.98722]
trace/000_000_02065.dat: sad 0.0354026 [gold -3.1304 .. 2.23883] [out -3.26302 .. 2.31626]
trace/000_000_02066.dat: sad 0.00570232 [gold -0.189284 .. 0.164615] [out -0.211322 .. 0.169272]
trace/000_000_02067.dat: sad 0.0337726 [gold -2.64725 .. 2.03017] [out -2.72362 .. 2.11095]
trace/000_000_02068.dat: sad 0.0349466 [gold -2.97392 .. 1.94707] [out -2.97519 .. 1.97631]
trace/000_000_02069.dat: sad 0.0055677 [gold -0.509666 .. 0.178816] [out -0.565023 .. 0.182167]
trace/000_000_02070.dat: sad 0.0398581 [gold -2.05588 .. 2.52742] [out -2.25213 .. 2.61597]
trace/000_000_02071.dat: sad 0.0406909 [gold -3.36469 .. 2.25511] [out -3.35112 .. 2.41485]
trace/000_000_02072.dat: sad 0.007012 [gold -0.716275 .. 0.219554] [out -0.768978 .. 0.208283]
trace/000_000_02073.dat: sad 0.0378388 [gold -2.15022 .. 1.73093] [out -2.17178 .. 1.76521]
trace/000_000_02074.dat: sad 0.03888 [gold -3.25923 .. 1.86737] [out -3.30606 .. 1.9275]
trace/000_000_02075.dat: sad 0.0059856 [gold -0.162206 .. 0.165707] [out -0.15802 .. 0.170957]
trace/000_000_02076.dat: sad 0.0375987 [gold -3.31559 .. 2.51819] [out -3.22519 .. 2.4371]
trace/000_000_02077.dat: sad 0.0379758 [gold -2.6934 .. 2.505] [out -2.65124 .. 2.62377]
trace/000_000_02078.dat: sad 0.0060526 [gold -0.253268 .. 0.246466] [out -0.290542 .. 0.242091]
trace/000_000_02079.dat: sad 0.0382829 [gold -2.28629 .. 3.1524] [out -2.28762 .. 3.2367]
trace/000_000_02080.dat: sad 0.0385316 [gold -3.3681 .. 2.32274] [out -3.45139 .. 2.53085]
trace/000_000_02081.dat: sad 0.00735753 [gold -0.198721 .. 0.214583] [out -0.217801 .. 0.228382]
trace/000_000_02082.dat: sad 0.0426893 [gold -3.77285 .. 2.66396] [out -3.8556 .. 2.67899]
trace/000_000_02083.dat: sad 0.0426589 [gold -3.33039 .. 2.53547] [out -3.30571 .. 2.60463]
trace/000_000_02084.dat: sad 0.00800961 [gold -0.186361 .. 0.208144] [out -0.208789 .. 0.221921]
trace/000_000_02085.dat: sad 0.0489525 [gold -2.61484 .. 2.32746] [out -2.71011 .. 2.18806]
trace/000_000_02086.dat: sad 0.0484028 [gold -3.32466 .. 2.33305] [out -3.32199 .. 2.49986]
trace/000_000_02087.dat: sad 0.00811079 [gold -0.208687 .. 0.185051] [out -0.240712 .. 0.195979]
trace/000_000_02088.dat: sad 0.0237815 [gold -2.36113 .. 2.29361] [out -2.29212 .. 2.2998]
trace/000_000_02089.dat: sad 0.0240622 [gold -2.91767 .. 2.76473] [out -2.95301 .. 2.68397]
trace/000_000_02090.dat: sad 0.00461348 [gold -0.969093 .. 0.206149] [out -0.973815 .. 0.20529]
trace/000_000_02091.dat: sad 0.0273889 [gold -2.91195 .. 2.37859] [out -2.84502 .. 2.35335]
trace/000_000_02092.dat: sad 0.0266135 [gold -3.25861 .. 2.61582] [out -3.28689 .. 2.56431]
trace/000_000_02093.dat: sad 0.00492446 [gold -0.421583 .. 0.211903] [out -0.398922 .. 0.222127]
trace/000_000_02094.dat: sad 0.0223202 [gold -2.38689 .. 2.13044] [out -2.39559 .. 2.15513]
trace/000_000_02095.dat: sad 0.0220498 [gold -3.38276 .. 2.1552] [out -3.32907 .. 2.12977]
trace/000_000_02096.dat: sad 0.00366576 [gold -0.182673 .. 0.207176] [out -0.18368 .. 0.198966]
trace/000_000_02097.dat: sad 0.0253821 [gold -2.7349 .. 4.58426] [out -2.55523 .. 4.51859]
trace/000_000_02098.dat: sad 0.0252115 [gold -3.05555 .. 2.12614] [out -3.09426 .. 2.19916]
trace/000_000_02099.dat: sad 0.0042471 [gold -0.256342 .. 0.211208] [out -0.241998 .. 0.210296]
trace/000_000_02100.dat: sad 0.0483312 [gold -3.62147 .. 3.25463] [out -3.54127 .. 3.13652]
trace/000_000_02101.dat: sad 0.0494785 [gold -3.011 .. 3.03008] [out -2.98509 .. 2.91405]
trace/000_000_02102.dat: sad 0.00835656 [gold -0.204375 .. 0.181612] [out -0.227454 .. 0.186834]
trace/000_000_02103.dat: sad 0.0215721 [gold -3.327 .. 2.89584] [out -3.39291 .. 2.8903]
trace/000_000_02104.dat: sad 0.0208297 [gold -3.45267 .. 4.19362] [out -3.51624 .. 4.22601]
trace/000_000_02105.dat: sad 0.00392591 [gold -0.468633 .. 0.270139] [out -0.480658 .. 0.277904]
trace/000_000_02106.dat: sad 0.0175184 [gold -2.81405 .. 2.46378] [out -2.75652 .. 2.41743]
trace/000_000_02107.dat: sad 0.0174851 [gold -3.21812 .. 2.66433] [out -3.20503 .. 2.6055]
trace/000_000_02108.dat: sad 0.00273792 [gold -0.726592 .. 0.172747] [out -0.727901 .. 0.174144]
trace/000_000_02109.dat: sad 0.0168972 [gold -3.08478 .. 2.47646] [out -3.06002 .. 2.51639]
trace/000_000_02110.dat: sad 0.0164122 [gold -3.33386 .. 3.09717] [out -3.35224 .. 3.00781]
trace/000_000_02111.dat: sad 0.00306017 [gold -0.944689 .. 0.205275] [out -0.938459 .. 0.208378]
trace/000_000_02112.dat: sad 0.036771 [gold -2.60939 .. 3.60295] [out -2.56436 .. 3.4895]
trace/000_000_02113.dat: sad 0.0351005 [gold -3.33908 .. 3.66355] [out -3.36051 .. 3.58135]
trace/000_000_02114.dat: sad 0.00678919 [gold -0.243218 .. 0.183087] [out -0.229916 .. 0.192541]
trace/000_000_02115.dat: sad 0.0327057 [gold -2.352 .. 2.48495] [out -2.35714 .. 2.5207]
trace/000_000_02116.dat: sad 0.0319579 [gold -3.27016 .. 2.45078] [out -3.37448 .. 2.49874]
trace/000_000_02117.dat: sad 0.00583121 [gold -0.50362 .. 0.169367] [out -0.443715 .. 0.181909]
trace/000_000_02118.dat: sad 0.040207 [gold -2.66566 .. 2.76225] [out -2.58823 .. 2.71436]
trace/000_000_02119.dat: sad 0.0390443 [gold -3.44094 .. 2.32389] [out -3.47895 .. 2.28811]
trace/000_000_02120.dat: sad 0.00736643 [gold -0.568214 .. 0.262812] [out -0.598525 .. 0.277922]
trace/000_000_02121.dat: sad 0.0386711 [gold -3.02862 .. 2.71523] [out -3.04179 .. 2.71146]
trace/000_000_02122.dat: sad 0.0387807 [gold -3.72965 .. 3.52675] [out -3.65616 .. 3.43308]
trace/000_000_02123.dat: sad 0.00660267 [gold -0.241344 .. 0.232281] [out -0.24726 .. 0.22881]
trace/000_000_02124.dat: sad 0.0396429 [gold -2.72992 .. 2.8766] [out -2.72783 .. 2.70128]
trace/000_000_02125.dat: sad 0.0382207 [gold -3.69051 .. 4.4778] [out -3.64434 .. 4.17696]
trace/000_000_02126.dat: sad 0.00803099 [gold -0.226992 .. 0.590482] [out -0.222708 .. 0.520083]
trace/000_000_02127.dat: sad 0.0381975 [gold -3.09174 .. 2.41987] [out -3.11883 .. 2.45953]
trace/000_000_02128.dat: sad 0.036564 [gold -3.50485 .. 2.68953] [out -3.48461 .. 2.73519]
trace/000_000_02129.dat: sad 0.00718334 [gold -0.274469 .. 0.215222] [out -0.281467 .. 0.22003]
trace/000_000_02130.dat: sad 0.0418159 [gold -2.47354 .. 2.77319] [out -2.4756 .. 2.74802]
trace/000_000_02131.dat: sad 0.0401197 [gold -3.89282 .. 3.1587] [out -3.93802 .. 3.19867]
trace/000_000_02132.dat: sad 0.00753694 [gold -0.230143 .. 0.235025] [out -0.233373 .. 0.224447]
trace/000_000_02133.dat: sad 0.0484435 [gold -2.29696 .. 2.08741] [out -2.26626 .. 2.21733]
trace/000_000_02134.dat: sad 0.0461612 [gold -3.34912 .. 2.92255] [out -3.37227 .. 2.81217]
trace/000_000_02135.dat: sad 0.00841887 [gold -0.214363 .. 0.23322] [out -0.210301 .. 0.223061]
trace/000_000_02136.dat: sad 0.0241195 [gold -2.45515 .. 3.57547] [out -2.49292 .. 3.50559]
trace/000_000_02137.dat: sad 0.023816 [gold -3.32892 .. 3.00215] [out -3.30618 .. 2.99904]
trace/000_000_02138.dat: sad 0.00470181 [gold -0.895738 .. 0.237788] [out -0.930168 .. 0.232785]
trace/000_000_02139.dat: sad 0.0272172 [gold -2.87915 .. 2.60321] [out -2.86205 .. 2.52489]
trace/000_000_02140.dat: sad 0.0256633 [gold -3.54536 .. 3.27398] [out -3.55727 .. 3.32419]
trace/000_000_02141.dat: sad 0.00482304 [gold -0.297451 .. 0.244684] [out -0.292704 .. 0.248604]
trace/000_000_02142.dat: sad 0.0233875 [gold -3.14283 .. 3.63348] [out -3.15493 .. 3.65911]
trace/000_000_02143.dat: sad 0.0226629 [gold -3.4447 .. 2.92907] [out -3.45265 .. 2.92318]
trace/000_000_02144.dat: sad 0.00392691 [gold -0.276254 .. 0.243441] [out -0.282549 .. 0.245947]
trace/000_000_02145.dat: sad 0.0263057 [gold -2.91739 .. 2.91401] [out -2.95047 .. 2.93673]
trace/000_000_02146.dat: sad 0.0253456 [gold -3.56136 .. 3.8703] [out -3.58503 .. 3.8097]
trace/000_000_02147.dat: sad 0.00450126 [gold -0.21568 .. 0.180806] [out -0.217635 .. 0.179138]
trace/000_000_02148.dat: sad 0.0492735 [gold -2.40108 .. 3.27285] [out -2.42607 .. 3.19695]
trace/000_000_02149.dat: sad 0.0475872 [gold -3.37856 .. 3.26062] [out -3.42297 .. 3.24059]
trace/000_000_02150.dat: sad 0.00892296 [gold -0.213729 .. 0.22337] [out -0.205361 .. 0.20502]
trace/000_000_02151.dat: sad 0.0219453 [gold -2.52457 .. 3.23787] [out -2.51055 .. 3.22552]
